Инструкция;РЗА;Объект;Дата ввода в действие;Дата пересмотра;ЦДС;ОДС;ПС 330;ВГЭС;ВГРЭС;ВСРЭС;БРЭС;ШРЭС;РРЭС;ЛРЭС;ГРЭС
Инструкция по эксплуатации устройств АВР-10кВ;АВР;"КТПП-40 ""Комары""";29.06.2020;29.06.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по обслуживанию газовой защиты трансформаторов оперативным персоналом;Газовая защита трансформаторов;Общеподстанционная;14.02.2022;14.02.2026;0;1;1;1;1;1;1;1;1;1;1
Инструкция по организации работ для определения мест повреждения на воздушных линиях электропередачи напряжением 110кВ и выше с помощью средств определения мест повреждения;ОМП-110кВ;Общеподстанционная;14.02.2022;14.02.2026;0;1;1;1;0;0;1;1;1;1;1
Инструкция по эксплуатации противоаварийной автоматики Витебского энергоузла.;САПАХ, АПАХ;Общеподстанционная;05.07.2019;05.07.2023;0;0;0;0;0;0;0;0;0;0;0
Инструкция по эксплуатации устройств определения места повреждения в сети 10-35кВ (ФПТ,УОМЗ);ФПТ,УОМЗ;Общеподстанционная ;19.06.2019;19.06.2023;0;1;1;0;0;1;1;0;0;0;1
Инструкция по эксплуатации устройств РЗАИ реклоузеров;РЗА ;Реклоузеры ;26.11.2018;26.11.2022;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗАИ;ввод 10кВ, СВВ-10кВ, отх. Линия 10кВ,АВР,ТН-10кВ;РП-1;19.02.2021;19.02.2025;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств РЗАИ;Устройства РЗАИ;РП-10кВ Северный;01.04.2022;01.04.2026;0;1;0;0;0;0;0;0;0;0;0
Инструкция по обслуживанию устройств РЗА;МВ-10кВ, СМВ-10кВ;"РП-3 ""Копти""";11.06.2020;11.06.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;ВВ-10кВ, СВ-10кВ;РП-6 Косачи;01.08.2019;01.08.2023;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств СХТ;ВВ-10кВ, МВ-10кВ, ОМ-10кВ;РП-СХТ;17.07.2016;17.07.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗАИ;ВН-10кВ;"ТП 413 ""Заольша""";17.02.2020;17.02.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗАИ ТП-1000;ВВ-10 кВ;"ТП-1000 ""Лужесно""";24.04.2020;24.04.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств управления, сигнализации и электромагнитной оперативной блокировки ячейки с ВН-10кВ;ВН-10кВ;"ТП-102 ""Загородно""";03.01.2020;03.01.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗА;Управление, защиты, автоматика, сигнализация;"ТП-1037 ""Бабиничи""";19.09.2018;19.09.2022;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА;Управление, защиты, автоматика, сигнализация;"ТП-1212 ""Железняки""";19.09.2018;19.09.2022;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА -10кВ, управления, сигнализации, электромагнитной блокировки ячеек с ВН-10кВ;ВН-10кВ;ТП-125;03.01.2020;03.01.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств управления, сигнализации и электромагнитной оперативной блокировки ячейки с ВН-10кВ;ВН-10кВ;"ТП-138 ""Иваньково""";27.12.2019;27.12.2023;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗАИ;ввод 10кВ, СВВ-10кВ;"ТП-16 ""Будники""";03.03.2020;03.03.2024;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств АВР-10 кВ;АВР;"ТП-160 ""Мишковичи""";24.11.2020;24.11.2024;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации устройств РЗА ЛРЭС;РЗА;ЛРЭС;16.03.2022;16.03.2026;0;0;0;0;0;0;0;0;0;1;0
Инструкция эксплуатации устройств РЗАИ;Отходящая линия 10кВ, ввод 10кВ;"ТП-199 ""м.Летцы""";21.01.2020;21.01.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР;АВР-10кВ, ввод 10кВ.;"ТП-199 ""м.Летцы""";21.01.2020;21.01.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР;АВР;ТП-200 Малые Летцы;21.01.2020;21.01.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;ВН-10кВ;"ТП-210 ""Зачерня""";11.02.2020;11.02.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗАИ;Ввод 10кВ, отходящие линии 10кВ,микропроцессорные терминалы защит;"ТП-233 ""Надежино""";24.06.2016;24.06.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗА;ВВ-10кВ;"ТП-239 ""Санники""";01.04.2019;01.04.2023;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации АВР-10 кВ;АВР-10 кВ;"ТП-252 ""Б.Летцы""";06.05.2021;06.05.2025;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации АВР-10 кВ;АВР-10 кВ;"ТП-262 ""Синицы""";09.08.2021;09.08.2025;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств АВР-10 кВ;АВР;"ТП-265 ""Светлосельский""";24.11.2020;24.11.2024;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств АВР - 10кВ;АВР;"ТП-268 ""Крынки""";09.07.2021;09.07.2025;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств АВР-10кВ;ВН-10кВ;"ТП-280 ""Мерзляково""";26.07.2021;26.07.2025;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗА ВВ-10кВ;ВВ-10кВ, оперток;"ТП-288 ""Замшено""";28.02.2020;28.02.2024;0;0;0;0;0;0;0;0;0;1;0
"Инструкция по эксплуатации устройств РЗА-10 кВ ""Крупенино""";Ячейка ввода 10кВ 1 и 2 секции;"ТП-291 ""Крупенино""";09.08.2021;09.08.2025;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств управления, сигнализации и электромагнитной оперативной блокировки ячеек с ВН-10кВ и СР-10кВ;Оперток,ВН,СР-10кВ,ОБР;"ТП-298 ""Зароново""";03.05.2016;27.12.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;ВН-10 кВ;ТП-298 Зароново;03.05.2016;30.04.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;АВР-10 кВ, РЗА;ТП-305 Ольгово;06.12.2019;06.12.2023;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР, МВ-10кВ;"ТП-311 ""Высочаны""";30.06.2021;30.06.2025;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗА-10кВ;ввод 10кВ, ВВ-10кВ;"ТП-312 ""Подберезье""";21.01.2020;21.01.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10 кВ;АВР;"ТП-321 ""Добея""";15.01.2021;15.01.2025;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ  ;АВР;ТП-33 «Б. Стайки»;19.07.2021;19.07.2025;0;0;0;0;0;0;0;0;0;0;1
"Инструкция по эксплуатации устройств РЗА-10кВ ТП-332 ""Лиозно""";ЗМН, АВР-10 кВ, ВВ-10кВ;"ТП-332 ""Лиозно""";27.05.2021;27.05.2025;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации вторичных цепей управления ТП-235;Управление ВН-10;ТП-235;13.01.2020;13.01.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗА;ввод 10 кВ,отх.линия 10 кВ, оперток;"ТП-333 ""Калиново""";19.10.2016;19.10.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗА -10кВ, управления, сигнализации, электромагнитной блокировки ячеек с ВН-10кВ;ВН-10кВ;"ТП-335 ""Крынки""";27.12.2019;27.12.2023;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР;"ТП-34 ""Шумилино""";09.08.2021;09.08.2025;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации устройств АВР-10 кВ;АВР;"ТП-370 ""Бабиничи""";03.03.2020;03.03.2024;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА;ВВ-10кВ;"ТП-373 ""Белыновичи""";05.02.2019;05.02.2023;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА;Управление, защиты, автоматика, сигнализация;"ТП-376 ""Камоски""";19.09.2018;19.09.2022;0;0;0;0;0;0;1;0;0;0;0
"Инструкция по эксплуатации устройств РЗАИ ТП-379 ""Войтово""";АВР-10кВ;"ТП-379 ""Войтово""";23.07.2021;23.07.2025;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА-10кВ управления, сигнализации, электромагнитной блокировки ячеек С ВН-10кВ;ВН-10кВ;"ТП-379 ""Крынки""";13.12.2019;13.12.2023;0;0;0;0;0;0;0;0;0;1;0
"Инструкция по эксплуатации устройств АВР-10кВ ТП-392 ""Лиозно ЦРБ""";ЗМН, АВР-10кВ, ВВ-10кВ.;"ТП-392 ""Лиозно ЦБ""";27.05.2021;27.05.2025;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств АВР-10кВ;ЗМН, АВР-10кВ, МВ-10кВ;"ТП-40 ""Слобода""";19.07.2021;19.07.2025;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств АВР-10кВ;АВР;"ТП-40 ""Шумилино""";24.11.2020;24.11.2024;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации устройств АВР-101кВ;ВВ-10кВ;"ТП-404 ""Сокорово""";10.04.2019;10.04.2023;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств управления, сигнализации и электромагнитной оперативной блокировки ячеек с ВН-10кВ и СР-10кВ;Оперток,ВН,СР-10кВ,ОБР;"ТП-41 ""Октябрьский""";03.05.2016;30.04.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;Управление, защиты, автоматика, сигнализация;"ТП-446 ""Бешенковичи""";16.09.2016;16.08.2024;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств управления, сигнализации и электромагнитной оперативной блокировки ячеек ВН-10кВ;Ввод-10кВ;"ТП-450 ""Пушки""";26.11.2019;26.11.2023;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств РЗА;Управление, защиты, автоматика, сигнализация;"ТП-451 ""Камоски""";19.09.2018;19.09.2022;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации АВР-10кВ;АВР-10кВ, МВ-10кВ;"ТП-454 ""Чановичи""";17.09.2021;17.09.2025;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ ТП-455;ВН-10кВ;"ТП-455 ""Яськовщина""";30.12.2019;30.12.2023;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств управления, сигнализации и электромагнитной оперативной блокировки ячейки с ВН-10кВ;ВН-10кВ;"ТП-458 ""Якубовщина""";26.11.2019;26.11.2023;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств АВР;ВВ-10кВ;"ТП-468 ""Рубеж""";10.04.2019;10.04.2023;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР с самовозвратом;"ТП-485""Шумилино""";17.10.2018;17.10.2022;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР;"ТП-489 ""Сиротино""";28.09.2016;14.08.2024;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ;Ввод 10кВ;"ТП-494 ""Березовка""";22.07.2020;22.07.2024;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств АВР-10кВ;АВР;"ТП-499 ""Нетели""";22.07.2020;22.07.2024;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств АВР-10кВ;Ввод 10кВ;"ТП-537 ""Войхане""";16.10.2018;16.10.2022;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств РЗАИ;Ввод-10кВ;"ТП-540 ""Симоново""";07.08.2018;07.08.2022;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации АВР-10кВ;АВР-10кВ;"ТП-564 ""Глазомичи""";19.09.2018;19.09.2022;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА ТП-57;МВ-10кВ,АВР-10кВ, ВВ-10кВ.;"ТП-57 ""Косаревщина""";17.09.2021;17.09.2025;0;0;0;0;0;0;0;0;0;0;0
Инструкция по эксплуатации устройств РЗА СВВ-10кВ;СВВ-10кВ;"ТП-572 ""Задубровье""";06.10.2020;06.10.2024;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗАИ;отх. Линии 10 кВ, СН;"ТП-573 ""Лужесно""";06.12.2019;06.12.2023;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ;ввод 10кВ,  ВВ - 10кВ;"ТП-578 ""Цавьи""";10.12.2019;10.12.2023;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР-10кВ;"ТП-593 ""Селище"",";01.12.2020;01.12.2024;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств РЗА;АВР;"ТП-595 ""Присушино""";18.03.2020;18.03.2024;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР;"ТП-613 ""Меховое""";03.03.2020;03.03.2024;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств АВР-10 кВ;ВВ-10кВ;"ТП-63 ""Емельяново""";14.07.2021;14.07.2025;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР-10кВ;"ТП-63 ""Узварцы""";24.11.2020;24.11.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10кВ;АВР-10кВ;"ТП-656 ""Ольгово""";17.03.2020;17.03.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗА;АВР;"ТП-663 ""Новоселки""";05.03.2020;05.03.2024;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА;Управление, защиты, автоматика, сигнализация;"ТП-673 ""Слобода""";19.09.2018;19.09.2022;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗАИ;ввод 10кВ , СВВ-10кВ;ТП-680 Энергетик;11.03.2019;11.03.2023;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10;АВР;"ТП-715 ""Сущево""";19.10.2018;19.10.2022;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗА;МВ-10кВ;"ТП-717 ""Мишутки""";19.09.2018;19.09.2022;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации устройств РЗАИ;РЗАИ;"ТП-76 ""Клещено""";12.05.2022;12.05.2026;0;0;0;0;0;0;1;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;ВВ-10кВ, МВ-10кВ;ТП-76 Октябрьский;10.06.2021;10.06.2025;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации АВР-10кВ;АВР-10кВ;"ТП-771 ""Полудетки""";19.09.2018;19.09.2022;0;0;0;0;0;0;0;0;1;0;0
Инструкция по эксплуатации  РЗАИ;РЗАИ;ТП-773 База ВЭСР;20.11.2020;20.11.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации РЗА ВГРЭС;РЗА ;ТП-РП ВГРЭС;20.09.2021;20.09.2025;0;0;0;0;1;0;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;Ввод 10кВ, отходящая линия 10кВ,СВВ-10кВ,ТН;"ТП-790 ""Городок""";10.10.2016;21.10.2024;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств РЗА;СРЗАИ;ТП-792 Копти;20.02.2019;20.02.2023;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10 кВ;АВР;"ТП-793 ""Осиновка""";01.12.2020;01.12.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10 кВ;АВР;"ТП-831 ""Старое село""";24.11.2020;24.11.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;РЗАИ;ТП-884 Кировский;17.10.2018;17.10.2022;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;РЗАИ;ТП-901 Кировский;19.09.2018;19.09.2022;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств АВР-10 кВ;АВР;"ТП-93 ""Бегуны""";17.09.2021;17.09.2025;0;0;0;0;0;0;0;0;0;0;1
Инструкция по эксплуатации устройств РЗАИ;Оперток, вводные линии 10кВ, отходящие линии 10кВ;"ТП-958 ""Мазолово""";26.11.2020;26.11.2024;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации устройств РЗАИ;ВН-10кВ;"ТП-97 ""Веляшковичи""";11.02.2020;11.02.2024;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации РЗА ШРЭС;РЗА;ШРЭС;10.03.2022;10.03.2026;0;0;0;0;0;0;0;1;0;0;0
Инструкция по эксплуатации РЗА ВСРЭС;РЗАИ;ВСРЭС;24.03.2022;24.03.2026;0;0;0;0;0;1;0;0;0;0;0
Инструкция по эксплуатации РЗА ОДС;РЗАИ;ОДС;13.04.2022;13.04.2026;0;1;0;0;0;0;0;0;0;0;0
Инструкция по эксплуатации РЗА ЛРЭС;РЗАИ;ЛРЭС;16.03.2022;16.03.2026;0;0;0;0;0;0;0;0;0;1;0
Инструкция по эксплуатации РЗА филиала ВЭС для ЦДС;РЗАИ;РЗА ВЭС в ведении ЦДС;20.04.2022;20.04.2026;1;0;0;0;0;0;0;0;0;0;0
Инструкция по эксплуатации РЗА ВЧ ПРМ-ПРД ETL600 848/932 кГц ВЛ-110кВ Журжево;РЗАИ ВЛ-110 на Журжево;ПС Витебск-330;29.04.2022;29.04.2026;1;0;1;0;0;0;0;0;0;0;0
Инструкция по эксплуатации РЗА ПРМ-ПРД NSD570 ВЛ-110кВ Журжево;РЗАИ ВЛ-110 на Журжево;ПС Витебск-330;29.04.2022;29.04.2026;1;0;1;0;0;0;0;0;0;0;0
Схема распределения постоянного оперативного тока;ОТ;ПС 110кВ Билево;11.05.2022;11.05.2025;0;0;0;0;0;0;0;0;0;0;0
